0.0 0.0
100.0 0.0
100.0 0.0
170.71067811865476 -70.71067811865474
170.71067811865476 -70.71067811865474
241.4213562373095 0.0
241.4213562373095 0.0
170.71067811865476 70.71067811865476
170.71067811865476 70.71067811865476
99.99999999999999 1.4210854715202004E-14
99.99999999999999 1.4210854715202004E-14
-1.4210854715202004E-14 2.6457322706675537E-14
-1.4210854715202004E-14 2.6457322706675537E-14
-3.25805567024123E-14 -99.99999999999997
-3.25805567024123E-14 -99.99999999999997
-70.7106781186548 -170.7106781186547
-70.7106781186548 -170.7106781186547
-5.6843418860808015E-14 -241.42135623730945
-5.6843418860808015E-14 -241.42135623730945
70.71067811865471 -170.7106781186547
70.71067811865471 -170.7106781186547
4.263256414560601E-14 -99.99999999999986
4.263256414560601E-14 -99.99999999999986
7.324873412428985E-14 1.4210854715202004E-13
7.324873412428985E-14 1.4210854715202004E-13
-99.99999999999993 1.7884795112644063E-13
-99.99999999999993 1.7884795112644063E-13
-170.71067811865458 70.71067811865503
-170.71067811865458 70.71067811865503
-241.42135623730928 2.4158453015843406E-13
-241.42135623730928 2.4158453015843406E-13
-170.71067811865464 -70.7106781186546
-170.71067811865464 -70.7106781186546
-99.99999999999991 1.8474111129762605E-13
-99.99999999999991 1.8474111129762605E-13
8.526512829121202E-14 1.3575523933173191E-13
8.526512829121202E-14 1.3575523933173191E-13
1.4037423425284291E-13 100.00000000000014
1.4037423425284291E-13 100.00000000000014
70.71067811865487 170.71067811865493
70.71067811865487 170.71067811865493
2.2737367544323206E-13 241.4213562373098
2.2737367544323206E-13 241.4213562373098
-70.71067811865451 170.71067811865504
-70.71067811865451 170.71067811865504
1.2789769243681803E-13 100.00000000000017
1.2789769243681803E-13 100.00000000000017
-1.1709356545631145E-13 1.7053025658242404E-13
